Date,Open,High,Low,Close,Volume,Market Cap
1-Feb-19,0.310839,0.311895,0.299399,0.308517,"564,486,615","12,699,646,520"
31-Jan-19,0.320704,0.333835,0.305866,0.310036,"780,304,474","12,762,148,539"
30-Jan-19,0.289425,0.324064,0.287915,0.320461,"753,787,392","13,191,291,588"
29-Jan-19,0.29506,0.296216,0.285888,0.289558,"454,631,055","11,919,217,295"
28-Jan-19,0.30936,0.309878,0.286563,0.294863,"584,796,818","12,137,576,987"
27-Jan-19,0.314854,0.315266,0.308366,0.309439,"362,599,965","12,737,591,539"
26-Jan-19,0.31726,0.319326,0.314235,0.314235,"346,413,648","12,935,008,078"
25-Jan-19,0.317859,0.319069,0.313824,0.317165,"360,076,505","13,016,563,843"
24-Jan-19,0.316416,0.318896,0.314433,0.317598,"344,960,253","13,034,332,606"
23-Jan-19,0.319566,0.320303,0.314923,0.316492,"375,671,478","12,988,961,767"
22-Jan-19,0.321078,0.321078,0.313455,0.319491,"434,125,854","13,112,032,408"
21-Jan-19,0.321179,0.322593,0.317439,0.32079,"363,940,431","13,165,341,827"
20-Jan-19,0.33122,0.332147,0.317609,0.321177,"407,205,881","13,181,215,054"
19-Jan-19,0.325702,0.333749,0.324911,0.331001,"420,070,097","13,584,427,087"
18-Jan-19,0.329196,0.329494,0.321856,0.324277,"376,280,714","13,308,451,031"
17-Jan-19,0.32969,0.330162,0.32574,0.329353,"433,446,502","13,516,769,990"
16-Jan-19,0.326946,0.334796,0.326174,0.329701,"438,731,638","13,531,060,365"
15-Jan-19,0.333912,0.3365,0.324011,0.327179,"429,283,720","13,427,555,274"
14-Jan-19,0.318354,0.337942,0.318354,0.333766,"545,540,174","13,697,899,741"
13-Jan-19,0.328662,0.333596,0.317098,0.317863,"452,358,902","13,045,216,854"
12-Jan-19,0.333004,0.336381,0.328033,0.3288,"376,386,863","13,494,075,804"
11-Jan-19,0.331284,0.337726,0.327914,0.332904,"501,054,509","13,662,512,032"
10-Jan-19,0.371464,0.381949,0.327159,0.332652,"839,535,352","13,652,158,155"
9-Jan-19,0.365886,0.373522,0.364756,0.37089,"455,908,708","15,130,140,419"
8-Jan-19,0.36442,0.370992,0.360734,0.365315,"499,493,490","14,902,699,115"
7-Jan-19,0.368854,0.37791,0.363387,0.364347,"499,028,522","14,863,201,414"
6-Jan-19,0.35475,0.36966,0.352589,0.368395,"492,558,794","15,028,369,642"
5-Jan-19,0.356347,0.361069,0.353987,0.355275,"452,090,239","14,493,133,457"
4-Jan-19,0.359753,0.364642,0.352785,0.356747,"450,633,876","14,553,198,221"
3-Jan-19,0.374505,0.374505,0.357675,0.360224,"438,873,803","14,695,011,676"
2-Jan-19,0.365675,0.378021,0.359574,0.375243,"543,216,669","15,307,691,624"
1-Jan-19,0.352512,0.364771,0.350402,0.364771,"449,347,622","14,880,496,658"
31-Dec-18,0.371051,0.373793,0.350787,0.352706,"501,793,515","14,388,351,241"
30-Dec-18,0.365248,0.371147,0.362264,0.369581,"486,955,034","15,076,740,856"
29-Dec-18,0.378346,0.383937,0.36708,0.367252,"617,892,297","14,981,716,068"
28-Dec-18,0.341807,0.379416,0.339139,0.376852,"765,420,103","15,373,342,678"
27-Dec-18,0.379106,0.379608,0.336282,0.341162,"575,821,047","13,917,404,309"
26-Dec-18,0.379991,0.391334,0.363441,0.378693,"690,588,635","15,448,432,552"
25-Dec-18,0.408439,0.408439,0.369362,0.380872,"955,306,080","15,537,325,695"
24-Dec-18,0.372398,0.448477,0.372398,0.406799,"1,688,430,313","16,594,994,618"
23-Dec-18,0.363045,0.381476,0.361807,0.37127,"634,162,707","15,145,652,799"
22-Dec-18,0.358885,0.362968,0.34987,0.362308,"487,175,830","14,780,047,340"
21-Dec-18,0.376756,0.384089,0.354035,0.35857,"724,747,471","14,627,554,926"
20-Dec-18,0.347361,0.388974,0.347056,0.378199,"1,006,287,680","15,416,266,366"
19-Dec-18,0.35506,0.39333,0.348201,0.351956,"1,041,279,272","14,346,541,679"
18-Dec-18,0.329022,0.350162,0.325291,0.350162,"753,758,217","14,273,429,559"
17-Dec-18,0.288101,0.336501,0.286942,0.328453,"639,336,585","13,388,520,904"
16-Dec-18,0.285911,0.294169,0.28589,0.287929,"316,135,928","11,784,050,729"
15-Dec-18,0.288699,0.291372,0.282523,0.285883,"277,696,890","11,700,328,892"
14-Dec-18,0.299972,0.30015,0.285112,0.28879,"320,266,797","11,819,314,866"
13-Dec-18,0.30766,0.3078,0.298118,0.300026,"303,413,883","12,279,148,093"
12-Dec-18,0.300671,0.31115,0.300671,0.307323,"370,325,300","12,577,803,841"
11-Dec-18,0.3031,0.310343,0.298095,0.301345,"394,872,461","12,333,147,092"
10-Dec-18,0.313485,0.31621,0.3006,0.303766,"386,627,711","12,432,208,489"
9-Dec-18,0.306451,0.320144,0.304666,0.31337,"430,122,747","12,825,284,624"
8-Dec-18,0.30244,0.318185,0.297232,0.307269,"463,529,471","12,575,595,451"
7-Dec-18,0.310837,0.311059,0.291351,0.301997,"667,331,347","12,359,838,916"
6-Dec-18,0.337083,0.342495,0.31036,0.310936,"517,551,018","12,539,238,458"
5-Dec-18,0.352353,0.353309,0.338242,0.338242,"400,526,135","13,640,400,736"
4-Dec-18,0.348534,0.361431,0.342528,0.352231,"445,334,425","14,204,552,399"
3-Dec-18,0.368598,0.368598,0.346975,0.348754,"392,651,603","14,064,337,569"
2-Dec-18,0.372162,0.378392,0.365732,0.367627,"335,732,170","14,825,428,858"
1-Dec-18,0.362557,0.377056,0.357083,0.372906,"397,266,566","15,038,289,184"
30-Nov-18,0.380538,0.381019,0.355205,0.362455,"512,041,152","14,616,841,112"
29-Nov-18,0.391862,0.392465,0.373789,0.379562,"629,900,577","15,306,739,230"
28-Nov-18,0.360313,0.401583,0.360313,0.390557,"774,818,000","15,750,125,594"
27-Nov-18,0.353977,0.367645,0.342991,0.360163,"600,169,000","14,524,416,370"
26-Nov-18,0.375553,0.388696,0.342019,0.355451,"1,032,000,000","14,334,393,936"
25-Nov-18,0.374511,0.386333,0.324953,0.374551,"1,296,590,000","15,104,646,163"
24-Nov-18,0.407844,0.416762,0.367354,0.375336,"626,279,000","15,136,303,126"
23-Nov-18,0.425209,0.428205,0.398046,0.407428,"774,083,000","16,430,488,176"
22-Nov-18,0.447948,0.448206,0.42608,0.42608,"480,044,000","17,182,673,753"
21-Nov-18,0.436492,0.456144,0.41678,0.447651,"858,303,000","18,052,574,841"
20-Nov-18,0.480279,0.496516,0.423672,0.434726,"1,538,310,000","17,531,343,950"
19-Nov-18,0.510127,0.510127,0.472305,0.478166,"1,297,340,000","19,283,163,673"
18-Nov-18,0.493419,0.522133,0.49033,0.510473,"884,280,000","20,557,640,500"
17-Nov-18,0.472323,0.49673,0.466813,0.491654,"607,453,000","19,799,766,457"
16-Nov-18,0.479232,0.485082,0.463771,0.471609,"593,572,000","18,992,519,249"
15-Nov-18,0.472378,0.484565,0.432724,0.481708,"965,997,000","19,399,223,642"
14-Nov-18,0.508372,0.510646,0.430398,0.474372,"980,604,000","19,103,790,092"
13-Nov-18,0.516663,0.525145,0.50552,0.510112,"521,675,000","20,509,312,471"
12-Nov-18,0.507833,0.525536,0.500816,0.517165,"605,042,000","20,792,881,924"
11-Nov-18,0.506895,0.508318,0.49693,0.505913,"292,675,000","20,340,489,540"
10-Nov-18,0.5003,0.511176,0.499791,0.506698,"328,038,000","20,372,050,864"
9-Nov-18,0.492847,0.515509,0.492847,0.500668,"509,865,000","20,129,611,646"
8-Nov-18,0.53664,0.539282,0.491286,0.493508,"686,221,000","19,841,740,204"
7-Nov-18,0.549319,0.549319,0.524965,0.535707,"631,230,000","21,538,372,467"
6-Nov-18,0.497102,0.560547,0.497102,0.54908,"1,333,160,000","21,639,288,294"
5-Nov-18,0.461444,0.497412,0.460769,0.497412,"556,519,000","19,998,705,113"
4-Nov-18,0.455225,0.470722,0.449935,0.462691,"429,629,000","18,602,729,463"
3-Nov-18,0.458899,0.459135,0.454453,0.455667,"275,311,000","18,320,325,933"
2-Nov-18,0.456506,0.461451,0.455729,0.458685,"401,300,000","18,441,666,174"
1-Nov-18,0.44862,0.456303,0.446069,0.455722,"346,501,000","18,322,537,236"
31-Oct-18,0.445268,0.450401,0.43876,0.448382,"367,008,000","18,027,428,764"
30-Oct-18,0.441968,0.448306,0.44088,0.444759,"245,858,000","17,881,764,186"
29-Oct-18,0.461598,0.462128,0.437057,0.441514,"341,648,000","17,751,297,294"
28-Oct-18,0.457169,0.463931,0.455456,0.462406,"280,005,000","18,591,270,891"
27-Oct-18,0.459176,0.460376,0.455284,0.456348,"211,006,000","18,347,705,888"
26-Oct-18,0.456961,0.460288,0.453618,0.459288,"235,514,000","18,465,910,099"
25-Oct-18,0.45578,0.462766,0.452681,0.458052,"273,380,000","18,416,216,084"
24-Oct-18,0.461505,0.46707,0.454497,0.457237,"295,115,000","18,288,398,359"
23-Oct-18,0.45307,0.471596,0.439644,0.462058,"445,238,000","18,481,226,954"
22-Oct-18,0.456089,0.458188,0.450583,0.453109,"249,302,000","18,123,288,124"
21-Oct-18,0.458863,0.463629,0.455411,0.456694,"262,867,000","18,266,679,643"
20-Oct-18,0.453936,0.461899,0.45107,0.459151,"277,061,000","18,364,953,831"
19-Oct-18,0.457344,0.460625,0.450369,0.454178,"303,401,000","18,166,045,595"
18-Oct-18,0.467653,0.474622,0.447294,0.457725,"476,876,000","18,307,917,204"
17-Oct-18,0.469701,0.478521,0.460343,0.468197,"526,538,000","18,726,772,432"
16-Oct-18,0.448066,0.47099,0.445319,0.470253,"605,102,000","18,809,007,568"
15-Oct-18,0.401654,0.472133,0.396701,0.447316,"1,041,470,000","17,891,581,828"
14-Oct-18,0.418573,0.424992,0.40146,0.403286,"289,195,000","16,130,485,985"
13-Oct-18,0.416294,0.425624,0.414515,0.418878,"373,875,000","16,754,129,101"
12-Oct-18,0.379313,0.439544,0.378914,0.419115,"820,154,000","16,763,608,540"
11-Oct-18,0.461497,0.461497,0.381614,0.38313,"791,202,000","15,324,293,667"
10-Oct-18,0.479151,0.479151,0.459042,0.462387,"412,207,000","18,494,386,176"
9-Oct-18,0.490604,0.491133,0.471116,0.479857,"416,867,000","19,163,286,273"
8-Oct-18,0.484018,0.496593,0.479386,0.489751,"540,832,000","19,558,407,224"
7-Oct-18,0.490268,0.490268,0.469887,0.482039,"548,645,000","19,250,425,338"
6-Oct-18,0.519354,0.520882,0.470532,0.488082,"672,167,000","19,491,755,024"
5-Oct-18,0.52753,0.530432,0.51032,0.519026,"589,636,000","20,727,516,366"
4-Oct-18,0.528892,0.547161,0.52625,0.526606,"621,615,000","21,030,226,778"
3-Oct-18,0.51722,0.536097,0.512269,0.528162,"789,229,000","21,092,366,276"
2-Oct-18,0.577145,0.577145,0.518287,0.520837,"743,705,000","20,799,839,394"
1-Oct-18,0.583511,0.602337,0.537349,0.576461,"1,412,800,000","23,021,206,668"
30-Sep-18,0.568045,0.618702,0.564195,0.581572,"1,329,720,000","23,187,803,288"
29-Sep-18,0.539412,0.587431,0.529954,0.571228,"1,034,370,000","22,775,378,623"
28-Sep-18,0.54303,0.548805,0.522197,0.539112,"718,255,000","21,494,884,565"
27-Sep-18,0.516478,0.550922,0.513967,0.541381,"824,083,000","21,585,351,654"
26-Sep-18,0.520288,0.566711,0.491498,0.516308,"1,821,610,000","20,585,668,395"
25-Sep-18,0.487622,0.546061,0.441519,0.526941,"1,639,680,000","21,009,615,753"
24-Sep-18,0.570614,0.580377,0.489646,0.494712,"1,034,380,000","19,724,616,282"
23-Sep-18,0.57522,0.595025,0.559651,0.570689,"1,043,970,000","22,718,597,839"
22-Sep-18,0.565468,0.609112,0.495737,0.570798,"2,411,430,000","22,722,937,028"
21-Sep-18,0.452836,0.76938,0.429052,0.561462,"4,101,490,000","22,351,279,558"
20-Sep-18,0.326441,0.477467,0.322347,0.449918,"1,291,360,000","17,910,816,754"
19-Sep-18,0.320324,0.334734,0.313853,0.326053,"489,609,000","12,979,866,409"
18-Sep-18,0.271452,0.332653,0.27101,0.32186,"600,216,000","12,812,946,983"
17-Sep-18,0.281545,0.283361,0.268184,0.272251,"246,489,000","10,838,058,873"
16-Sep-18,0.281723,0.281846,0.276549,0.281166,"197,009,000","11,192,956,724"
15-Sep-18,0.277006,0.283564,0.276765,0.282008,"205,361,000","11,226,475,960"
14-Sep-18,0.281184,0.284941,0.273855,0.277159,"269,029,000","11,033,441,784"
13-Sep-18,0.270783,0.284655,0.267846,0.280583,"311,799,000","11,142,751,261"
12-Sep-18,0.263166,0.272626,0.255756,0.270087,"298,449,000","10,725,925,163"
11-Sep-18,0.270167,0.274917,0.255917,0.26371,"200,330,000","10,472,676,303"
10-Sep-18,0.280237,0.282113,0.26382,0.270321,"204,958,000","10,735,217,970"
9-Sep-18,0.278661,0.291261,0.274478,0.27868,"168,991,000","11,049,704,672"
8-Sep-18,0.291119,0.296207,0.273789,0.279333,"169,208,000","11,075,596,222"
7-Sep-18,0.301431,0.305307,0.287287,0.291435,"213,961,000","11,555,442,375"
6-Sep-18,0.2835,0.305327,0.276112,0.30271,"329,763,000","12,002,497,851"
5-Sep-18,0.331465,0.3341,0.283601,0.283601,"344,488,000","11,244,823,075"
4-Sep-18,0.335184,0.34032,0.330305,0.331652,"241,419,000","13,150,052,583"
3-Sep-18,0.343137,0.343684,0.334542,0.335961,"201,147,000","13,320,905,093"
2-Sep-18,0.347323,0.349541,0.338393,0.342523,"240,907,000","13,581,089,398"
1-Sep-18,0.335313,0.352657,0.334467,0.347721,"257,267,000","13,787,190,893"
31-Aug-18,0.335474,0.338988,0.328373,0.335332,"219,139,000","13,295,965,146"
30-Aug-18,0.344546,0.34664,0.325641,0.335444,"263,925,000","13,300,405,964"
29-Aug-18,0.350833,0.353745,0.341238,0.344803,"275,908,000","13,671,491,747"
28-Aug-18,0.337527,0.356798,0.334971,0.351837,"329,550,000","13,939,151,831"
27-Aug-18,0.323643,0.337781,0.323066,0.336903,"227,284,000","13,347,493,496"
26-Aug-18,0.328162,0.328327,0.320571,0.323776,"168,718,000","12,797,087,412"
25-Aug-18,0.32765,0.33153,0.324468,0.32823,"167,363,000","12,973,129,575"
24-Aug-18,0.32739,0.328584,0.318217,0.327606,"244,571,000","12,948,466,281"
23-Aug-18,0.319573,0.328813,0.319176,0.327709,"217,578,000","12,952,537,306"
22-Aug-18,0.334434,0.350122,0.316613,0.319803,"286,845,000","12,640,056,538"
21-Aug-18,0.318219,0.3381,0.316983,0.335177,"248,735,000","13,196,722,736"
20-Aug-18,0.344451,0.351689,0.317692,0.319283,"311,144,000","12,570,937,819"
19-Aug-18,0.327363,0.353079,0.321945,0.343978,"327,300,000","13,543,239,224"
18-Aug-18,0.363027,0.369954,0.317115,0.3271,"434,332,000","12,878,711,866"
17-Aug-18,0.292808,0.373619,0.292766,0.366676,"497,206,000","14,436,913,947"
16-Aug-18,0.282034,0.300958,0.278203,0.292436,"238,219,000","11,513,907,011"
15-Aug-18,0.276797,0.301744,0.276797,0.282005,"332,432,000","11,103,213,512"
14-Aug-18,0.278738,0.279615,0.253983,0.274272,"276,768,000","10,798,746,747"
13-Aug-18,0.297572,0.31068,0.276544,0.277466,"235,117,000","10,924,502,191"
12-Aug-18,0.300604,0.309376,0.297057,0.29787,"178,827,000","11,706,253,644"
11-Aug-18,0.321122,0.32121,0.291582,0.301262,"284,423,000","11,839,558,819"
10-Aug-18,0.346167,0.347973,0.316909,0.320426,"249,264,000","12,592,701,615"
9-Aug-18,0.333771,0.359654,0.332608,0.346771,"325,775,000","13,628,056,811"
8-Aug-18,0.380875,0.380875,0.326996,0.331944,"360,857,000","13,045,357,571"
7-Aug-18,0.413776,0.415917,0.379526,0.381006,"244,448,000","14,973,488,018"
6-Aug-18,0.433886,0.435794,0.40668,0.414081,"242,075,000","16,273,331,370"
5-Aug-18,0.42858,0.434594,0.427522,0.433638,"186,848,000","17,041,919,018"
4-Aug-18,0.441039,0.443058,0.427125,0.428507,"185,678,000","16,840,271,361"
3-Aug-18,0.430397,0.443633,0.426481,0.440571,"278,870,000","17,314,385,048"
2-Aug-18,0.447016,0.447645,0.429939,0.430254,"204,898,000","16,915,730,078"
1-Aug-18,0.435562,0.459134,0.427168,0.445852,"323,200,000","17,528,976,109"
31-Jul-18,0.445892,0.446124,0.427753,0.435225,"228,767,000","17,111,168,341"
30-Jul-18,0.453469,0.454549,0.436964,0.446107,"247,714,000","17,539,001,608"
